cashTotalSum;dateTime;ecashTotalSum;fiscalDocumentNumber;fiscalDriveNumber;fiscalSign;items_name;items_nds18;items_price;items_quantity;items_sum;kktRegId;nds18;operationType;operator;receiptCode;requestNumber;shiftNumber;taxationType;totalSum;userInn;createdAt;timeLastAccess
0;2019-06-09T21:09:00;499200;36050;9251440300017873;3850564854;Мыло FRELIA туалетное Soft care 5*65г;;16879;1;16879;0000145111030767    ;82053;1;Лагунова Валентина Геннадьевна;3;315;99;1;499200;7814148471;;
0;2019-06-09T21:09:00;499200;36050;9251440300017873;3850564854;Ж/мыло PALMOLIVE Натурэль Олива 300мл;;11699;1;11699;0000145111030767    ;82053;1;Лагунова Валентина Геннадьевна;3;315;99;1;499200;7814148471;;
0;2019-06-09T21:09:00;499200;36050;9251440300017873;3850564854;Хлеб Бородинский (заварной) 400г;;3389;1;3389;0000145111030767    ;82053;1;Лагунова Валентина Геннадьевна;3;315;99;1;499200;7814148471;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ХЛЕБНЫЙ СПАС Печенье Завтрак на отлично 32г фл/п(Диал):30/;;825;8;6600;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;LAYS Чипсы картоф сметана и зелень 40г (Фрито Лэй):28;;2317;1;2317;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;BON-AQUA Питьевая вода негаз 0,5л пл/бут(КокаКола):24;;2590;1;2590;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ORBIT Ж/р Белоснежный нежная мята 14г(Ригли):30/600;;2017;1;2017;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;MISTER KREKER Крекер со вкусом васаби 90г фл/п Конфи):14;;2827;1;2827;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ORBIT Жеват резин Освежающий Цитрус 13,6г м/у(Ригли):30/60;;2017;1;2017;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;Аскорбинка в ассортименте №10 по 3г (М)(Фарм-Тигода):200;;630;4;2520;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;DIROL Жев резинка морозная мята 14г(Дирол Кэдбери) :30/720;;1792;1;1792;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ORBIT ж/р Белоснежн. освеж. Мята 14г(Ригли) :30/600;;2017;1;2017;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;KITKAT Конфеты темный шоколад 169г(Nestle):10;;7990;1;7990;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ALPEN GOLD Oreo Шоколад 95г в/у(МонделисРусь):19;;4990;1;4990;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ALPEN GOLD Dark Шоколад темный 85г поли/уп(Монделис):21;;4490;1;4490;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;MUSLER Батончик натур черника мед 30г м/уп(СобинскийХК):25;;1450;2;2900;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;MUSLER Батончик натур клюква виш мед 30г м/у(СобинскийХК):;;1450;2;2900;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;Крепкий висковый напиток Роусонс Резерв 40%0,5л(Россия):6;;37500;1;37500;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;МИНИ ПРИКСЫ Крекер вкус краб 150г п/пл(Бежицкий):12;;4990;1;4990;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ЛЮБЯТОВО Печенье Медовое со злаками 114г фл/п:18;;2242;1;2242;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ЛЮБЯТОВО Печенье Черничное со злаками 114г фл/п:18;;2242;1;2242;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;M&Ms Драже с арахисом 45г(Марс):32/160;;2842;1;2842;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;СУПЕР КОНТИК Печенье шоколадное 100г(Конти) :30;;1990;2;3980;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:42:00;104530;48341;9285000100137604;2339144519;ИРИС Семена льна 250г п/п(АП Подсолнечное):20;;2767;1;2767;0000376167011184;15995;1;Продавец-кассир Капланова;3;292;144;1;104530;2310031475;;
0;2019-08-26T18:45:00;1645;48344;9285000100137604;3683210965;SNICKERS Crisper Шоколадный батончик 60г(Марс):168;;1645;1;1645;0000376167011184;274;1;Продавец-кассир Капланова;3;295;144;1;1645;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ОГУРЦЫ среднеплодные пупырчатые 1кг;;4490;0.778;3493;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Колбаса Особ Дым Дымычъ с/к мини мяс/пр в/у(МК Родина):6;;74900;0.228;17077;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;МОРКОВЬ 1кг;;1600;0.234;374;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Рулет Нежный куриный в/к (в)в/у(Донские Традиц):12;;37900;0.516;19556;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Нектар томат 1л т/пак(Россия):12;;2990;2;5980;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ЮЖНОЕ ИЗОБИЛИЕ Томатная паста 500г ст/б(Донконсервпром ЮГ);;5430;1;5430;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;SOFT Бум/салф белые 100лист(Россия):36;;1590;1;1590;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ЯБЛОКИ новый урожай 1кг;;6440;1.156;7445;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;LA FRESH Вл салф д/всей семьиРомашка60шт:16;;3890;1;3890;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ЛУК репчатый 1кг;;1280;0.342;438;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ТД СМЕТАНИН Тан нап к/м 0,5% 1л пл/бут (РЗПС):6;;3820;1;3820;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ВИНОГРАД Киш-миш белый 1кг;;9900;0.754;7465;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ТОМАТЫ 1кг;;4990;0.872;4351;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ПРИАЗОВСКАЯ Мясн/пр Бедро ЦБ б/к охл(в)лоток:5;;19900;0.895;17811;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Сыр Граф 45%(в)(Ровеньки-МСЗ):4,5/9;;69900;0.184;12862;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ЛАМБЕР Сыр 50%(в)(ВБД):3;;54900;0.49;26901;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;MILKYWAY 26г(Марс):36/216;;1890;1;1890;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;КУБАНСКАЯ БУРЕНКА Сметана 15% 300г пл/ст(ВБД):8;;6660;1;6660;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Творог 5% фольга 0,2кг(Тбилисский МСЗ):10;;5900;2;11800;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;MIDORI Морская капуста в кун мас кимчи 5г пол/у (Жинхен):6;;3890;2;7780;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;SKITTLES Драже в сахарной глазури 38г:12/144;;3090;1;3090;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Яйцо куриное Деревенское С1 10шт бокс:20;;6590;1;6590;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Батончик-козинак из арахиса 60г флоупак(Азовская КФ):21/84;;1790;1;1790;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;SNICKERS Crisper Шоколадный батончик 60г(Марс):168;;3190;3;9570;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;MARS 50г(MARS):36/288;;3190;1;3190;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;ORBIT Белоснеж жев резин подушечки(Ригли):30/600;;2590;1;2590;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;NUTS Батончик с лесн.орехом 50г(к/ф Россия):30;;1645;1;1645;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Игрушка в саше "Скрепыш" (ЦФО): 200/2400;;0;2;0;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-08T18:11:00;195078;46354;9285000100141015;2200401862;Игрушка в саше "Скрепыш" (ЦФО): 200/2400;;0;2;0;0000233791021695;9561;1;Продавец-кассир Бедоева;3;226;139;1;195078;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;Пакет-майка Магнит;;367;2;734;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;ТД СМЕТАНИН Тан нап к/м 0,5% 1л пл/бут (РЗПС):6;;2865;1;2865;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;KOTANYI Мельница смесь 4 перца 35г (Котани):4;;9990;1;9990;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;СКАТЕРТЬ-САМОБРАНКА Корнишон мар 350г ст/бан(Агро-инвест):;;5287;1;5287;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;Колбаса Сливочная вар 0,45кг мини п/о(Армавир):20;;11992;1;11992;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;Соевый Соус классический 220мл ст/бут:6;;2242;1;2242;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;GLOBUS Горошек Зеленый Нежный 425мл ж/б(Бондюэль-Кубань):1;;5242;1;5242;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;НЕКТАРИНЫ 1 кг;;9890;0.874;8644;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;ПРОСТОКВАШИНО Сливки стер 10% 0,2л ТБА(Данон):27;;4792;1;4792;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
0;2019-09-15T15:04:00;147651;31813;9285000100141075;3905931862;Грудинка Пар в/к мини в/у (ДонТрад):12;;47500;0.376;17860;0000192575042942;11283;1;Продавец-кассир Лазарева;3;109;108;1;147651;2310031475;;
